fdir,label,time_in_sec,sr
train/id00155/DmzFQrXPBks/00041.m4a,id00155,8.96,16000
train/id00155/DmzFQrXPBks/00042.m4a,id00155,13.312,16000
train/id00155/DmzFQrXPBks/00043.m4a,id00155,4.416,16000
train/id00155/DmzFQrXPBks/00044.m4a,id00155,13.376,16000
train/id00155/DmzFQrXPBks/00045.m4a,id00155,4.736,16000
train/id00155/feaXMTQn8kc/00064.m4a,id00155,4.16,16000
train/id00155/feaXMTQn8kc/00065.m4a,id00155,6.528,16000
train/id00155/g6A2NWFznqI/00066.m4a,id00155,4.288,16000
train/id00155/g6A2NWFznqI/00067.m4a,id00155,8.0,16000
train/id00155/GxbDXgqFJao/00046.m4a,id00155,8.512,16000
train/id00155/GxbDXgqFJao/00047.m4a,id00155,5.248,16000
train/id00155/GxbDXgqFJao/00048.m4a,id00155,7.296,16000
train/id00155/GxbDXgqFJao/00049.m4a,id00155,17.216,16000
train/id00155/GxbDXgqFJao/00050.m4a,id00155,4.544,16000
train/id00155/GxbDXgqFJao/00051.m4a,id00155,7.872,16000
train/id00155/GxbDXgqFJao/00052.m4a,id00155,5.376,16000
train/id00155/GxbDXgqFJao/00053.m4a,id00155,4.416,16000
train/id00155/GxbDXgqFJao/00054.m4a,id00155,5.824,16000
train/id00155/GxbDXgqFJao/00055.m4a,id00155,4.096,16000
train/id00155/GxbDXgqFJao/00056.m4a,id00155,4.992,16000
train/id00155/GxbDXgqFJao/00057.m4a,id00155,5.248,16000
train/id00155/hTeHushqn4Y/00068.m4a,id00155,13.888,16000
train/id00155/hTeHushqn4Y/00069.m4a,id00155,4.992,16000
train/id00155/hTeHushqn4Y/00070.m4a,id00155,3.968,16000
train/id00155/hTeHushqn4Y/00071.m4a,id00155,4.544,16000
train/id00155/hTeHushqn4Y/00072.m4a,id00155,8.96,16000
train/id00155/i1wzAYk2qWQ/00073.m4a,id00155,4.864,16000
train/id00155/iAqkncIdrXw/00074.m4a,id00155,7.104,16000
train/id00155/iAqkncIdrXw/00075.m4a,id00155,4.16,16000
train/id00155/JMEHzHiS8sA/00058.m4a,id00155,6.848,16000
train/id00155/JMEHzHiS8sA/00059.m4a,id00155,4.416,16000
train/id00155/JMEHzHiS8sA/00060.m4a,id00155,4.224,16000
train/id00155/JMEHzHiS8sA/00061.m4a,id00155,6.784,16000
train/id00155/l2IPyU8800s/00076.m4a,id00155,4.992,16000
train/id00155/l2IPyU8800s/00077.m4a,id00155,4.288,16000
train/id00155/l2IPyU8800s/00078.m4a,id00155,4.288,16000
train/id00155/l2IPyU8800s/00079.m4a,id00155,4.608,16000
train/id00155/l2IPyU8800s/00080.m4a,id00155,4.48,16000
train/id00155/l2IPyU8800s/00081.m4a,id00155,9.088,16000
train/id00155/nAOBLXaxHBU/00082.m4a,id00155,4.352,16000
train/id00155/nAOBLXaxHBU/00083.m4a,id00155,5.568,16000
train/id00155/nAOBLXaxHBU/00084.m4a,id00155,8.256,16000
train/id00155/oETgA-lL0S8/00085.m4a,id00155,4.288,16000
train/id00155/oETgA-lL0S8/00086.m4a,id00155,4.928,16000
train/id00155/oETgA-lL0S8/00087.m4a,id00155,7.488,16000
train/id00155/oPr57TP-sK0/00088.m4a,id00155,7.104,16000
train/id00155/oPr57TP-sK0/00089.m4a,id00155,7.808,16000
train/id00155/oPr57TP-sK0/00090.m4a,id00155,5.184,16000
train/id00155/oPr57TP-sK0/00091.m4a,id00155,5.568,16000
train/id00155/oPr57TP-sK0/00092.m4a,id00155,9.792,16000
train/id00155/oPr57TP-sK0/00093.m4a,id00155,4.224,16000
train/id00155/oPr57TP-sK0/00094.m4a,id00155,17.728,16000
train/id00155/oPr57TP-sK0/00095.m4a,id00155,14.144,16000
train/id00155/oPr57TP-sK0/00096.m4a,id00155,7.232,16000
train/id00155/oPr57TP-sK0/00097.m4a,id00155,4.352,16000
train/id00155/oPr57TP-sK0/00098.m4a,id00155,7.744,16000
train/id00155/pYGF31XmKnM/00099.m4a,id00155,4.096,16000
train/id00155/pYGF31XmKnM/00100.m4a,id00155,5.696,16000
train/id00155/qQ0lBs3Ypz8/00101.m4a,id00155,6.016,16000
train/id00155/qQ0lBs3Ypz8/00102.m4a,id00155,4.608,16000
train/id00155/qQ0lBs3Ypz8/00103.m4a,id00155,7.68,16000
train/id00155/qQ0lBs3Ypz8/00104.m4a,id00155,7.296,16000
train/id00155/qveMt8KuySQ/00105.m4a,id00155,15.616,16000
train/id00155/qveMt8KuySQ/00106.m4a,id00155,4.16,16000
train/id00155/qveMt8KuySQ/00107.m4a,id00155,5.056,16000
train/id00155/qveMt8KuySQ/00108.m4a,id00155,4.352,16000
train/id00155/qveMt8KuySQ/00109.m4a,id00155,4.992,16000
train/id00155/qveMt8KuySQ/00110.m4a,id00155,5.632,16000
train/id00155/qveMt8KuySQ/00111.m4a,id00155,6.336,16000
train/id00155/qveMt8KuySQ/00112.m4a,id00155,9.536,16000
train/id00155/qveMt8KuySQ/00113.m4a,id00155,4.992,16000
train/id00155/rpeXpXfizYc/00120.m4a,id00155,5.568,16000
train/id00155/rpeXpXfizYc/00121.m4a,id00155,6.08,16000
train/id00155/rZk-GnkoLkI/00114.m4a,id00155,7.744,16000
train/id00155/rZk-GnkoLkI/00115.m4a,id00155,6.72,16000
train/id00155/rZk-GnkoLkI/00116.m4a,id00155,4.864,16000
train/id00155/rZk-GnkoLkI/00117.m4a,id00155,5.376,16000
train/id00155/rZk-GnkoLkI/00118.m4a,id00155,4.608,16000
train/id00155/rZk-GnkoLkI/00119.m4a,id00155,4.032,16000
train/id00155/scriVKz2TuA/00123.m4a,id00155,7.104,16000
train/id00155/scriVKz2TuA/00124.m4a,id00155,5.184,16000
train/id00155/scriVKz2TuA/00125.m4a,id00155,4.16,16000
train/id00155/scriVKz2TuA/00126.m4a,id00155,4.032,16000
train/id00155/scriVKz2TuA/00127.m4a,id00155,7.616,16000
train/id00155/scriVKz2TuA/00128.m4a,id00155,6.08,16000
train/id00155/spINHgEZ5F8/00129.m4a,id00155,6.976,16000
train/id00155/spINHgEZ5F8/00130.m4a,id00155,6.784,16000
train/id00155/sSjVqnI41Ws/00122.m4a,id00155,6.592,16000
train/id00155/U7tdLKxoedc/00062.m4a,id00155,7.744,16000
train/id00155/wV2KrgcXYiQ/00131.m4a,id00155,11.456,16000
train/id00155/wV2KrgcXYiQ/00132.m4a,id00155,10.752,16000
train/id00155/wV2KrgcXYiQ/00133.m4a,id00155,16.448,16000
train/id00155/wV2KrgcXYiQ/00134.m4a,id00155,14.08,16000
train/id00155/wV2KrgcXYiQ/00135.m4a,id00155,7.104,16000
train/id00155/wV2KrgcXYiQ/00136.m4a,id00155,5.056,16000
train/id00155/wV2KrgcXYiQ/00137.m4a,id00155,12.608,16000
train/id00155/wV2KrgcXYiQ/00138.m4a,id00155,6.912,16000
train/id00155/wV2KrgcXYiQ/00139.m4a,id00155,8.576,16000
train/id00155/wV2KrgcXYiQ/00140.m4a,id00155,10.432,16000
train/id00155/wV2KrgcXYiQ/00141.m4a,id00155,7.424,16000
train/id00155/wV2KrgcXYiQ/00142.m4a,id00155,4.224,16000
train/id00155/wV2KrgcXYiQ/00143.m4a,id00155,10.944,16000
train/id00155/wV2KrgcXYiQ/00144.m4a,id00155,7.872,16000
train/id00155/wV2KrgcXYiQ/00145.m4a,id00155,9.664,16000
train/id00155/wV2KrgcXYiQ/00146.m4a,id00155,19.136,16000
train/id00155/wV2KrgcXYiQ/00147.m4a,id00155,10.816,16000
train/id00155/wV2KrgcXYiQ/00148.m4a,id00155,7.232,16000
train/id00155/wV2KrgcXYiQ/00149.m4a,id00155,6.912,16000
train/id00155/wV2KrgcXYiQ/00150.m4a,id00155,8.576,16000
train/id00155/wV2KrgcXYiQ/00151.m4a,id00155,12.864,16000
train/id00155/wx4bSRrDAR0/00155.m4a,id00155,9.088,16000
train/id00155/wx4bSRrDAR0/00156.m4a,id00155,6.528,16000
train/id00155/wx4bSRrDAR0/00157.m4a,id00155,3.968,16000
train/id00155/wx4bSRrDAR0/00158.m4a,id00155,6.208,16000
train/id00155/wx4bSRrDAR0/00159.m4a,id00155,7.424,16000
train/id00155/wx4bSRrDAR0/00160.m4a,id00155,5.632,16000
train/id00155/wx4bSRrDAR0/00161.m4a,id00155,5.568,16000
train/id00155/wx4bSRrDAR0/00162.m4a,id00155,7.104,16000
train/id00155/wx4bSRrDAR0/00163.m4a,id00155,4.992,16000
train/id00155/wx4bSRrDAR0/00164.m4a,id00155,7.104,16000
train/id00155/wx4bSRrDAR0/00165.m4a,id00155,9.216,16000
train/id00155/wY1P-3jWdhs/00152.m4a,id00155,4.032,16000
train/id00155/wY1P-3jWdhs/00153.m4a,id00155,5.248,16000
train/id00155/wY1P-3jWdhs/00154.m4a,id00155,4.288,16000
train/id00155/xVjQxZELCvQ/00166.m4a,id00155,4.608,16000
train/id00155/xVjQxZELCvQ/00167.m4a,id00155,4.288,16000
train/id00155/xVjQxZELCvQ/00168.m4a,id00155,4.288,16000
train/id00155/xVjQxZELCvQ/00169.m4a,id00155,4.864,16000
train/id00155/xVjQxZELCvQ/00170.m4a,id00155,6.208,16000
train/id00155/xVjQxZELCvQ/00171.m4a,id00155,3.968,16000
train/id00155/xVjQxZELCvQ/00172.m4a,id00155,8.128,16000
train/id00155/xVjQxZELCvQ/00173.m4a,id00155,6.272,16000
train/id00155/xVjQxZELCvQ/00174.m4a,id00155,6.528,16000
train/id00155/xVjQxZELCvQ/00175.m4a,id00155,4.416,16000
train/id00325/0elgLNzVV3Q/00001.m4a,id00325,14.848,16000
train/id00325/0elgLNzVV3Q/00002.m4a,id00325,5.376,16000
train/id00325/0elgLNzVV3Q/00003.m4a,id00325,6.4,16000
train/id00325/0elgLNzVV3Q/00004.m4a,id00325,3.968,16000
train/id00325/0elgLNzVV3Q/00005.m4a,id00325,4.8,16000
train/id00325/0elgLNzVV3Q/00006.m4a,id00325,4.864,16000
train/id00325/0elgLNzVV3Q/00007.m4a,id00325,11.136,16000
train/id00325/3G8ieAbcO4E/00008.m4a,id00325,4.544,16000
train/id00325/3G8ieAbcO4E/00009.m4a,id00325,6.464,16000
train/id00325/3G8ieAbcO4E/00010.m4a,id00325,8.704,16000
train/id00325/3G8ieAbcO4E/00011.m4a,id00325,7.936,16000
train/id00325/3G8ieAbcO4E/00012.m4a,id00325,9.856,16000
train/id00325/3G8ieAbcO4E/00013.m4a,id00325,4.928,16000
train/id00325/3G8ieAbcO4E/00014.m4a,id00325,7.232,16000
train/id00325/4vJtbNe0L98/00015.m4a,id00325,6.912,16000
train/id00325/4vJtbNe0L98/00016.m4a,id00325,3.968,16000
train/id00325/4vJtbNe0L98/00017.m4a,id00325,12.096,16000
train/id00325/4vJtbNe0L98/00018.m4a,id00325,4.16,16000
train/id00325/4vJtbNe0L98/00019.m4a,id00325,8.832,16000
train/id00325/4vXh3dli0RU/00020.m4a,id00325,20.736,16000
train/id00325/4vXh3dli0RU/00021.m4a,id00325,11.264,16000
train/id00325/4vXh3dli0RU/00022.m4a,id00325,21.184,16000
train/id00325/4vXh3dli0RU/00023.m4a,id00325,6.016,16000
train/id00325/5Zp5Rx41fW4/00024.m4a,id00325,4.864,16000
train/id00325/5Zp5Rx41fW4/00025.m4a,id00325,5.888,16000
train/id00325/5Zp5Rx41fW4/00026.m4a,id00325,8.384,16000
train/id00325/5Zp5Rx41fW4/00027.m4a,id00325,15.488,16000
train/id00325/5Zp5Rx41fW4/00028.m4a,id00325,9.856,16000
train/id00325/5Zp5Rx41fW4/00029.m4a,id00325,6.592,16000
train/id00325/aFMr5zMWWHU/00129.m4a,id00325,8.064,16000
train/id00325/aFMr5zMWWHU/00130.m4a,id00325,5.824,16000
train/id00325/aFMr5zMWWHU/00131.m4a,id00325,10.176,16000
train/id00325/aFMr5zMWWHU/00132.m4a,id00325,13.248,16000
train/id00325/aFMr5zMWWHU/00133.m4a,id00325,7.68,16000
train/id00325/aFMr5zMWWHU/00134.m4a,id00325,7.488,16000
train/id00325/aFMr5zMWWHU/00135.m4a,id00325,16.512,16000
train/id00325/aFMr5zMWWHU/00136.m4a,id00325,8.768,16000
train/id00325/aFMr5zMWWHU/00137.m4a,id00325,7.68,16000
train/id00325/aFMr5zMWWHU/00138.m4a,id00325,9.536,16000
train/id00325/aFMr5zMWWHU/00139.m4a,id00325,7.168,16000
train/id00325/aFMr5zMWWHU/00140.m4a,id00325,5.696,16000
train/id00325/aFMr5zMWWHU/00141.m4a,id00325,6.464,16000
train/id00325/aFMr5zMWWHU/00142.m4a,id00325,11.84,16000
train/id00325/AimYwM0H57s/00030.m4a,id00325,7.616,16000
train/id00325/AimYwM0H57s/00031.m4a,id00325,11.008,16000
train/id00325/AimYwM0H57s/00032.m4a,id00325,5.504,16000
train/id00325/AimYwM0H57s/00033.m4a,id00325,7.168,16000
train/id00325/AimYwM0H57s/00034.m4a,id00325,4.928,16000
train/id00325/AimYwM0H57s/00035.m4a,id00325,7.424,16000
train/id00325/AimYwM0H57s/00036.m4a,id00325,5.184,16000
train/id00325/AimYwM0H57s/00037.m4a,id00325,5.504,16000
train/id00325/AimYwM0H57s/00038.m4a,id00325,5.056,16000
train/id00325/AimYwM0H57s/00039.m4a,id00325,5.952,16000
train/id00325/AimYwM0H57s/00040.m4a,id00325,6.72,16000
train/id00325/AimYwM0H57s/00041.m4a,id00325,10.304,16000
train/id00325/AimYwM0H57s/00042.m4a,id00325,7.424,16000
train/id00325/AimYwM0H57s/00043.m4a,id00325,5.184,16000
train/id00325/AimYwM0H57s/00044.m4a,id00325,4.608,16000
train/id00325/aisU1ofa090/00143.m4a,id00325,16.768,16000
train/id00325/aisU1ofa090/00144.m4a,id00325,12.608,16000
train/id00325/B5gDzrVsTlE/00045.m4a,id00325,4.416,16000
train/id00325/bR-9d3zDvN0/00145.m4a,id00325,10.368,16000
train/id00325/BsPfi9MAd7I/00046.m4a,id00325,8.128,16000
train/id00325/BsPfi9MAd7I/00047.m4a,id00325,8.384,16000
train/id00325/BsPfi9MAd7I/00048.m4a,id00325,4.608,16000
train/id00325/BsPfi9MAd7I/00049.m4a,id00325,5.12,16000
train/id00325/BsPfi9MAd7I/00050.m4a,id00325,9.216,16000
train/id00325/BsPfi9MAd7I/00051.m4a,id00325,6.336,16000
train/id00325/BsPfi9MAd7I/00052.m4a,id00325,7.68,16000
train/id00325/BsPfi9MAd7I/00053.m4a,id00325,4.416,16000
train/id00325/CenR97qu9Vk/00054.m4a,id00325,6.848,16000
train/id00325/CenR97qu9Vk/00055.m4a,id00325,6.016,16000
train/id00325/CenR97qu9Vk/00056.m4a,id00325,5.824,16000
train/id00325/CenR97qu9Vk/00057.m4a,id00325,6.464,16000
train/id00325/etKoKpfiX2k/00146.m4a,id00325,4.928,16000
train/id00325/etKoKpfiX2k/00147.m4a,id00325,6.016,16000
train/id00325/etKoKpfiX2k/00148.m4a,id00325,5.952,16000
train/id00325/EWDnoY-WVfA/00058.m4a,id00325,5.184,16000
train/id00325/EWDnoY-WVfA/00059.m4a,id00325,4.736,16000
train/id00325/EWDnoY-WVfA/00060.m4a,id00325,4.16,16000
train/id00325/EWDnoY-WVfA/00061.m4a,id00325,4.288,16000
train/id00325/Hv0smcCemuo/00062.m4a,id00325,5.76,16000
train/id00325/Hv0smcCemuo/00063.m4a,id00325,5.696,16000
train/id00325/Hv0smcCemuo/00064.m4a,id00325,4.928,16000
train/id00325/Hv0smcCemuo/00065.m4a,id00325,5.248,16000
train/id00325/Hv0smcCemuo/00066.m4a,id00325,7.04,16000
train/id00325/Hv0smcCemuo/00067.m4a,id00325,4.928,16000
train/id00325/Hv0smcCemuo/00068.m4a,id00325,7.168,16000
train/id00325/Hv0smcCemuo/00069.m4a,id00325,5.056,16000
train/id00325/Hv0smcCemuo/00070.m4a,id00325,5.696,16000
train/id00325/Hv0smcCemuo/00071.m4a,id00325,10.624,16000
train/id00325/Hv0smcCemuo/00072.m4a,id00325,10.368,16000
train/id00325/Hv0smcCemuo/00073.m4a,id00325,4.992,16000
train/id00325/Hv0smcCemuo/00074.m4a,id00325,4.928,16000
train/id00325/Hv0smcCemuo/00075.m4a,id00325,4.416,16000
train/id00325/JhjpewKC6co/00076.m4a,id00325,15.936,16000
train/id00325/JhjpewKC6co/00077.m4a,id00325,5.504,16000
train/id00325/MGgVOzBLTAw/00078.m4a,id00325,6.656,16000
train/id00325/MGgVOzBLTAw/00079.m4a,id00325,4.288,16000
train/id00325/MGgVOzBLTAw/00080.m4a,id00325,4.544,16000
train/id00325/MGgVOzBLTAw/00081.m4a,id00325,4.224,16000
train/id00325/MGgVOzBLTAw/00082.m4a,id00325,5.824,16000
train/id00325/oO-ZpcIl5tY/00149.m4a,id00325,7.744,16000
train/id00325/oO-ZpcIl5tY/00150.m4a,id00325,12.224,16000
train/id00325/oO-ZpcIl5tY/00151.m4a,id00325,10.368,16000
train/id00325/oO-ZpcIl5tY/00152.m4a,id00325,5.76,16000
train/id00325/oO-ZpcIl5tY/00153.m4a,id00325,15.424,16000
train/id00325/oO-ZpcIl5tY/00154.m4a,id00325,9.408,16000
train/id00325/oO-ZpcIl5tY/00155.m4a,id00325,7.296,16000
train/id00325/oO-ZpcIl5tY/00156.m4a,id00325,10.304,16000
train/id00325/oWmChRpIY8U/00157.m4a,id00325,9.6,16000
train/id00325/oWmChRpIY8U/00158.m4a,id00325,6.336,16000
train/id00325/oWmChRpIY8U/00159.m4a,id00325,11.776,16000
train/id00325/oWmChRpIY8U/00160.m4a,id00325,6.016,16000
train/id00325/oWmChRpIY8U/00161.m4a,id00325,4.288,16000
train/id00325/PpqX8bZmseI/00083.m4a,id00325,5.376,16000
train/id00325/PpqX8bZmseI/00084.m4a,id00325,9.152,16000
train/id00325/PpqX8bZmseI/00085.m4a,id00325,9.792,16000
train/id00325/PpqX8bZmseI/00086.m4a,id00325,5.632,16000
train/id00325/PpqX8bZmseI/00087.m4a,id00325,5.568,16000
train/id00325/PpqX8bZmseI/00088.m4a,id00325,5.888,16000
train/id00325/PpqX8bZmseI/00089.m4a,id00325,5.312,16000
train/id00325/PpqX8bZmseI/00090.m4a,id00325,3.968,16000
train/id00325/PpqX8bZmseI/00091.m4a,id00325,10.432,16000
train/id00325/PpqX8bZmseI/00092.m4a,id00325,6.528,16000
train/id00325/PpqX8bZmseI/00093.m4a,id00325,8.128,16000
train/id00325/PpqX8bZmseI/00094.m4a,id00325,6.464,16000
train/id00325/PpqX8bZmseI/00095.m4a,id00325,4.544,16000
train/id00325/qKenotOwHcw/00162.m4a,id00325,17.6,16000
train/id00325/qKenotOwHcw/00163.m4a,id00325,28.288,16000
train/id00325/qKenotOwHcw/00164.m4a,id00325,8.256,16000
train/id00325/qKenotOwHcw/00165.m4a,id00325,8.704,16000
train/id00325/qKenotOwHcw/00166.m4a,id00325,8.768,16000
train/id00325/qKenotOwHcw/00167.m4a,id00325,5.248,16000
train/id00325/qKenotOwHcw/00168.m4a,id00325,9.728,16000
train/id00325/qKenotOwHcw/00169.m4a,id00325,6.976,16000
train/id00325/qKenotOwHcw/00170.m4a,id00325,9.536,16000
train/id00325/qKenotOwHcw/00171.m4a,id00325,5.952,16000
train/id00325/qKenotOwHcw/00172.m4a,id00325,4.16,16000
train/id00325/qKenotOwHcw/00173.m4a,id00325,5.184,16000
train/id00325/qKenotOwHcw/00174.m4a,id00325,5.696,16000
train/id00325/qKenotOwHcw/00175.m4a,id00325,4.736,16000
train/id00325/RiClRLyimIc/00096.m4a,id00325,5.312,16000
train/id00325/RiClRLyimIc/00097.m4a,id00325,8.576,16000
train/id00325/RiClRLyimIc/00098.m4a,id00325,4.288,16000
train/id00325/RiClRLyimIc/00099.m4a,id00325,18.496,16000
train/id00325/RiClRLyimIc/00100.m4a,id00325,5.376,16000
train/id00325/RiClRLyimIc/00101.m4a,id00325,5.568,16000
train/id00325/RiClRLyimIc/00102.m4a,id00325,13.888,16000
train/id00325/RiClRLyimIc/00103.m4a,id00325,5.184,16000
train/id00325/RiClRLyimIc/00104.m4a,id00325,16.768,16000
train/id00325/RiClRLyimIc/00105.m4a,id00325,7.552,16000
train/id00325/RiClRLyimIc/00106.m4a,id00325,6.528,16000
train/id00325/RiClRLyimIc/00107.m4a,id00325,15.04,16000
train/id00325/RiClRLyimIc/00108.m4a,id00325,4.608,16000
train/id00325/RiClRLyimIc/00109.m4a,id00325,7.872,16000
train/id00325/RiClRLyimIc/00110.m4a,id00325,6.656,16000
train/id00325/RiClRLyimIc/00111.m4a,id00325,19.2,16000
train/id00325/RiClRLyimIc/00112.m4a,id00325,4.544,16000
train/id00325/RiClRLyimIc/00113.m4a,id00325,11.52,16000
train/id00325/RiClRLyimIc/00114.m4a,id00325,13.568,16000
train/id00325/rkfwmiZ5hsY/00176.m4a,id00325,5.888,16000
train/id00325/rkfwmiZ5hsY/00177.m4a,id00325,4.864,16000
train/id00325/rkfwmiZ5hsY/00178.m4a,id00325,6.272,16000
train/id00325/rkfwmiZ5hsY/00179.m4a,id00325,4.928,16000
train/id00325/rkfwmiZ5hsY/00180.m4a,id00325,4.928,16000
train/id00325/rkfwmiZ5hsY/00181.m4a,id00325,8.064,16000
train/id00325/rkfwmiZ5hsY/00182.m4a,id00325,4.288,16000
train/id00325/tbKc9ms8pM4/00183.m4a,id00325,17.152,16000
train/id00325/tbKc9ms8pM4/00184.m4a,id00325,5.056,16000
train/id00325/U7Kr0--GLSk/00115.m4a,id00325,4.736,16000
train/id00325/U7Kr0--GLSk/00116.m4a,id00325,6.464,16000
train/id00325/U7Kr0--GLSk/00117.m4a,id00325,10.048,16000
train/id00325/U7Kr0--GLSk/00118.m4a,id00325,9.408,16000
train/id00325/U7Kr0--GLSk/00119.m4a,id00325,5.376,16000
train/id00325/U7Kr0--GLSk/00120.m4a,id00325,4.032,16000
train/id00325/U7Kr0--GLSk/00121.m4a,id00325,7.296,16000
train/id00325/U7Kr0--GLSk/00122.m4a,id00325,5.376,16000
train/id00325/UWxZSyLfoNI/00123.m4a,id00325,4.224,16000
train/id00325/UWxZSyLfoNI/00124.m4a,id00325,7.616,16000
train/id00325/UWxZSyLfoNI/00125.m4a,id00325,4.736,16000
